"","Plate","Day","Day_number_by_exp","Exp_day_after","Number","Day_number","Date.x","Year","Dark_condition","Time","Strain","Video_1","OBS","USE","Time_dry","Num_Adults","Num_other","Microliters_counting","Treatment","Height_base","Height","Angle_length","Length","Width","Pillar_height","Pillar_angle","Pillar_length","Pillar_width","Sociality","Procedence","Conc","Conc_T","Timehms","Time_minutes","Filming_number","count_all","count","Corrected_length","Corrected_height","Pillar_angle_absolute","Angle_length_absolute","Zero_time_minutes","First_base","Time_Span_from_first","Time_Span_from_zero","Time_Span","Tw_height_Span","Tw_length_Span","Corrected_height_Span","Corrected_length_Span","growth_length","growth_height","growth_corrected_length","growth_corrected_height","Length_nobase","Height_nobase","Tw_area","Tw_area_corrected","Num_Adults_1mu","Num_Other_1mu","Prop_A_others","Mean_height","Median_height"
"153","50",6,42,"E",1011,42,"12. May",2023,"Y",12:37:00,"CB","MVI_6454",NA,"Y","12:25",NA,NA,NA,"1.D1A",0.409,3.373,0.979,3.374,0.802,2.686,-3.198,2.705,0.106,"1Social","1Wild","6 _ 50","1.D1A _ CB",12H 37M 0S,757,1,4,4,1.24731977818854,1.25577066269546,3.198,0.979,757,0.409,0,0,0,0,0,0,0,0,0,0,0,2.965,2.964,2.705948,1.00035046210721,NA,NA,NA,3.85066666666667,3.757
"154","56",6,47,"E",1016,47,"12. May",2023,"Y",12:37:00,"CB","MVI_6459",NA,"Y","12:25",NA,NA,NA,"1.D1A",0.309,2.205,-13.263,2.26,0.616,2.354,-13.69,2.423,0.139,"1Social","1Wild","6 _ 56","1.D1A _ CB",12H 37M 0S,757,1,4,4,0.932728023111845,0.936703483432455,13.69,13.263,757,0.309,0,0,0,0,0,0,0,0,0,0,0,1.951,1.896,1.39216,0.574560462236896,NA,NA,NA,2.98966666666667,3.116
"155","6",6,5,"E",974,5,"12. May",2023,"Y",12:37:00,"CB","MVI_6416",NA,"Y","12:25",NA,NA,NA,"1.D1A",0.304,3.101,-0.482,3.111,1.079,3.712,-1.63,3.713,0.121,"1Social","1Wild","6 _ 6","1.D1A _ CB",12H 37M 0S,757,1,3,3,0.837866953945597,0.835398706896552,1.63,0.482,757,0.304,0,0,0,0,0,0,0,0,0,0,0,2.807,2.797,3.356769,0.904058443307299,NA,NA,NA,3.14633333333333,3.111
"156","60",6,51,"E",1020,51,"12. May",2023,"Y",12:37:00,"N2","MVI_6463",NA,"Y","12:25",7,48.33333333,5,"3.MIX",0.216,3.478,-12.781,3.48,0.408,2.324,-1.116,2.324,0.137,"2Non_social","2Lab","6 _ 60","3.MIX _ N2",12H 37M 0S,757,1,4,4,1.4974182444062,1.49655765920826,1.116,12.781,757,0.216,0,0,0,0,0,0,0,0,0,0,0,3.264,3.262,1.41984,0.610946643717728,1.4,9.666666666,0.126506024104006,3.371,3.41
"157","61",6,52,"E",1021,52,"12. May",2023,"Y",12:37:00,"CB","MVI_6464",NA,"Y","12:25",NA,NA,NA,"1.D1A",0.168,2.504,-1.07,2.525,0.498,3.169,5.389,3.213,0.154,"1Social","1Wild","6 _ 61","1.D1A _ CB",12H 37M 0S,757,1,4,4,0.785869903516962,0.790154622909435,5.389,1.07,757,0.168,0,0,0,0,0,0,0,0,0,0,0,2.357,2.336,1.25745,0.391363211951447,NA,NA,NA,2.95766666666667,2.815
"158","62",6,53,"E",1022,53,"12. May",2023,"Y",12:37:00,"CB","MVI_6465",NA,"Y","12:25",NA,NA,NA,"1.D1A",0.309,3.038,4.641,3.043,0.561,2.294,3.814,2.268,0.139,"1Social","1Wild","6 _ 62","1.D1A _ CB",12H 37M 0S,757,1,4,4,1.34171075837743,1.32432432432432,3.814,4.641,757,0.309,0,0,0,0,0,0,0,0,0,0,0,2.734,2.729,1.707123,0.752699735449736,NA,NA,NA,3.24266666666667,3.19
"159","63",6,54,"E",1023,54,"12. May",2023,"Y",12:37:00,"CB","MVI_6466",NA,"Y","12:25",1,21.66666667,5,"3.MIX",0.184,1.844,-7.363,1.88,0.337,3.592,-9.926,3.676,0.122,"1Social","1Wild","6 _ 63","3.MIX _ CB",12H 37M 0S,757,1,4,4,0.511425462459195,0.513363028953229,9.926,7.363,757,0.184,0,0,0,0,0,0,0,0,0,0,0,1.696,1.66,0.63356,0.172350380848749,0.2,4.333333334,0.0441176470523356,2.362,2.251
"160","64",6,55,"E",1024,55,"12. May",2023,"Y",12:37:00,"N2","MVI_6467",NA,"Y","12:25",NA,NA,NA,"1.D1A",0.246,2.535,3.415,2.55,0.34,2.626,0,2.626,0.166,"2Non_social","2Lab","6 _ 64","1.D1A _ N2",12H 37M 0S,757,1,4,4,0.971058644325971,0.965346534653465,0,3.415,757,0.246,0,0,0,0,0,0,0,0,0,0,0,2.304,2.289,0.867,0.33015993907083,NA,NA,NA,2.59633333333333,2.55
"161","65",6,56,"E",1025,56,"12. May",2023,"Y",12:37:00,"CB","MVI_6468",NA,"Y","12:25",NA,NA,NA,"1.D1A",0.278,2.918,1.029,2.918,0.552,4.361,-2.773,4.366,0.122,"1Social","1Wild","6 _ 65","1.D1A _ CB",12H 37M 0S,757,1,4,4,0.668346312414109,0.669112588855767,2.773,1.029,757,0.278,0,0,0,0,0,0,0,0,0,0,0,2.64,2.64,1.610736,0.368927164452588,NA,NA,NA,3.27033333333333,3.017
"162","67",6,58,"E",1027,58,"12. May",2023,"Y",12:37:00,"CB","MVI_6470",NA,"Y","12:25",NA,NA,NA,"1.D1A",0.272,2.834,3.478,2.849,0.363,3.44,-0.754,3.441,0.121,"1Social","1Wild","6 _ 67","1.D1A _ CB",12H 37M 0S,757,1,4,4,0.827956989247312,0.823837209302326,0.754,3.478,757,0.272,0,0,0,0,0,0,0,0,0,0,0,2.577,2.562,1.034187,0.300548387096774,NA,NA,NA,3.392,3.66
"163","70",6,61,"E",1030,61,"12. May",2023,"Y",12:37:00,"CB","MVI_6473",NA,"Y","12:25",NA,NA,NA,"1.D1A",0.347,3.646,-4.373,3.572,0.93,3.999,0.217,3.984,0.182,"1Social","1Wild","6 _ 70","1.D1A _ CB",12H 37M 0S,757,1,4,4,0.896586345381526,0.911727931982996,0.217,4.373,757,0.347,0,0,0,0,0,0,0,0,0,0,0,3.225,3.299,3.32196,0.833825301204819,NA,NA,NA,4.29533333333333,4.324
"164","71",6,62,"E",1031,62,"12. May",2023,"Y",12:37:00,"CB","MVI_6474",NA,"Y","12:25",NA,NA,NA,"1.D1A",0.314,3.845,-7.988,3.882,0.629,3.863,-4.69,3.876,0.182,"1Social","1Wild","6 _ 71","1.D1A _ CB",12H 37M 0S,757,1,4,4,1.0015479876161,0.995340409008543,4.69,7.988,757,0.314,0,0,0,0,0,0,0,0,0,0,0,3.568,3.531,2.441778,0.629973684210526,NA,NA,NA,3.928,3.882
"165","72",6,63,"E",1032,63,"12. May",2023,"Y",12:37:00,"N2","MVI_6475",NA,"Y","12:25",NA,NA,NA,"1.D1A",0.23,4.165,-1.445,4.155,0.483,3.818,-1.123,3.849,0.152,"2Non_social","2Lab","6 _ 72","1.D1A _ N2",12H 37M 0S,757,1,3,3,1.07950116913484,1.09088528025144,1.123,1.445,757,0.23,0,0,0,0,0,0,0,0,0,0,0,3.925,3.935,2.006865,0.521399064692128,NA,NA,NA,4.23866666666667,4.25
"166","73",6,64,"E",1033,64,"12. May",2023,"Y",12:37:00,"CB","MVI_6476",NA,"Y","12:25",NA,NA,NA,"1.D1A",0.314,3.771,-19.614,4.026,0.84,5.01,-14.398,5.219,0.212,"1Social","1Wild","6 _ 73","1.D1A _ CB",12H 37M 0S,757,1,4,4,0.771412147921058,0.752694610778443,14.398,19.614,757,0.314,0,0,0,0,0,0,0,0,0,0,0,3.712,3.457,3.38184,0.647986204253688,NA,NA,NA,4.62666666666667,4.609
"167","74",6,65,"E",1034,65,"12. May",2023,"Y",12:37:00,"CB","MVI_6477",NA,"Y","12:25",NA,NA,NA,"1.D1A",0.45,3.626,0.999,3.604,0.732,2.716,1.6,2.702,0.166,"1Social","1Wild","6 _ 74","1.D1A _ CB",12H 37M 0S,757,1,4,4,1.33382679496669,1.33505154639175,1.6,0.999,757,0.45,0,0,0,0,0,0,0,0,0,0,0,3.154,3.176,2.638128,0.976361213915618,NA,NA,NA,3.70033333333333,3.604
"168","75",6,66,"E",1035,66,"12. May",2023,"Y",12:37:00,"CB","MVI_6478",NA,"Y","12:25",NA,NA,NA,"1.D1A",0.372,3.316,-3.576,3.275,0.601,3.018,-1.432,3.019,0.137,"1Social","1Wild","6 _ 75","1.D1A _ CB",12H 37M 0S,757,1,4,4,1.08479629016231,1.0987408880053,1.432,3.576,757,0.372,0,0,0,0,0,0,0,0,0,0,0,2.903,2.944,1.968275,0.651962570387546,NA,NA,NA,3.28966666666667,3.275
"169","10",7,3,"E",1272,3,"14. May",2023,"Y",15:30:00,"N2","MVI_6727",NA,"Y","15:15",5.333333333,29,2,"3.MIX",0.385,1.231,-1.79,1.231,0.346,2.831,-1.411,2.846,0.113,"2Non_social","2Lab","7 _ 10","3.MIX _ N2",15H 30M 0S,930,1,5,5,0.432536893886156,0.434828682444366,1.411,1.79,930,0.385,0,0,0,0,0,0,0,0,0,0,0,0.846,0.846,0.425926,0.14965776528461,2.6666666665,14.5,0.155339805817042,1.799,1.888
"170","11",7,83,"E",1352,83,"14. May",2023,"Y",17:15:00,"N2","MVI_6808",NA,"Y","15:15",5.333333333,29,2,"3.MIX",0.207,0.937,4.62,0.955,0.232,2.873,1.118,2.874,0.113,"2Non_social","2Lab","7 _ 11","3.MIX _ N2",17H 15M 0S,1035,1,3,3,0.332289491997216,0.326139923424991,1.118,4.62,930,0.207,0,105,0,0,0,0,0,0,0,0,0,0.748,0.73,0.22156,0.0770911621433542,2.6666666665,14.5,0.155339805817042,1.02333333333333,0.955
"171","12",7,84,"E",1353,84,"14. May",2023,"Y",17:15:00,"N2","MVI_6809",NA,"Y","15:15",5.333333333,29,2,"3.MIX",0.553,2.206,-0.872,2.211,0.457,3.35,-2.635,3.354,0.141,"2Non_social","2Lab","7 _ 12","3.MIX _ N2",17H 15M 0S,1035,1,3,3,0.659212880143113,0.658507462686567,2.635,0.872,930,0.553,0,105,0,0,0,0,0,0,0,0,0,1.658,1.653,1.010427,0.301260286225402,2.6666666665,14.5,0.155339805817042,2.43366666666667,2.374
"172","13",7,4,"E",1273,4,"14. May",2023,"Y",15:30:00,"N2","MVI_6728",NA,"Y","15:15",5.333333333,29,2,"3.MIX",0.149,0.707,15.222,0.732,0.202,2.411,11.437,2.474,0.143,"2Non_social","2Lab","7 _ 13","3.MIX _ N2",15H 30M 0S,930,1,5,5,0.295877122069523,0.293239319784322,11.437,15.222,930,0.149,0,0,0,0,0,0,0,0,0,0,0,0.583,0.558,0.147864,0.0597671786580436,2.6666666665,14.5,0.155339805817042,1.217,1.251
"173","16",7,6,"E",1275,6,"14. May",2023,"Y",15:30:00,"N2","MVI_6730",NA,"Y","15:15",5.333333333,29,2,"3.MIX",0.288,0.908,0,0.899,0.327,3.336,1.692,3.323,0.169,"2Non_social","2Lab","7 _ 16","3.MIX _ N2",15H 30M 0S,930,1,4,4,0.270538669876618,0.272182254196643,1.692,0,930,0.288,0,0,0,0,0,0,0,0,0,0,0,0.611,0.62,0.293973,0.0884661450496539,2.6666666665,14.5,0.155339805817042,1.589,1.73
"174","17",7,7,"E",1276,7,"14. May",2023,"Y",15:30:00,"N2","MVI_6731",NA,"Y","15:15",5.333333333,29,2,"3.MIX",0.356,1.25,0.222,1.24,0.38,3.756,-0.639,3.771,0.127,"2Non_social","2Lab","7 _ 17","3.MIX _ N2",15H 30M 0S,930,1,5,5,0.328825245293026,0.332800851970181,0.639,0.222,930,0.356,0,0,0,0,0,0,0,0,0,0,0,0.884,0.894,0.4712,0.12495359321135,2.6666666665,14.5,0.155339805817042,1.36966666666667,1.278
"175","19",7,9,"E",1278,9,"14. May",2023,"Y",15:30:00,"N2","MVI_6733",NA,"Y","15:15",5.333333333,29,2,"3.MIX",0.351,1.389,-3.601,1.377,0.356,3.182,-5.035,3.194,0.168,"2Non_social","2Lab","7 _ 19","3.MIX _ N2",15H 30M 0S,930,1,5,5,0.431120851596744,0.436517913262099,5.035,3.601,930,0.351,0,0,0,0,0,0,0,0,0,0,0,1.026,1.038,0.490212,0.153479023168441,2.6666666665,14.5,0.155339805817042,2.22466666666667,2.635
"176","20",7,10,"E",1279,10,"14. May",2023,"Y",15:30:00,"CB","MVI_6734",NA,"Y","15:15",6,79.33333333,2,"3.MIX",0.202,0.654,9.324,0.653,0.196,2.621,6.902,2.683,0.102,"1Social","1Wild","7 _ 20","3.MIX _ CB",15H 30M 0S,930,1,5,5,0.243384271338054,0.249523082792827,6.902,9.324,930,0.202,0,0,0,0,0,0,0,0,0,0,0,0.451,0.452,0.127988,0.0477033171822587,3,39.666666665,0.0703125000027466,1.60633333333333,1.491
"177","21",7,11,"E",1280,11,"14. May",2023,"Y",15:30:00,"N2","MVI_6735",NA,"Y","15:15",5.333333333,29,2,"3.MIX",0.389,1.351,-2.757,1.299,0.419,3.084,-6.226,3.102,0.14,"2Non_social","2Lab","7 _ 21","3.MIX _ N2",15H 30M 0S,930,1,5,5,0.418762088974855,0.438067444876783,6.226,2.757,930,0.389,0,0,0,0,0,0,0,0,0,0,0,0.91,0.962,0.544281,0.175461315280464,2.6666666665,14.5,0.155339805817042,1.773,1.518
"178","22",7,12,"E",1281,12,"14. May",2023,"Y",15:30:00,"CB","MVI_6736",NA,"Y","15:15",6,79.33333333,2,"3.MIX",0.308,1.745,-4.325,1.721,0.294,3.574,-3.34,3.608,0.154,"1Social","1Wild","7 _ 22","3.MIX _ CB",15H 30M 0S,930,1,5,5,0.4769955654102,0.488248461108002,3.34,4.325,930,0.308,0,0,0,0,0,0,0,0,0,0,0,1.413,1.437,0.505974,0.140236696230599,3,39.666666665,0.0703125000027466,2.51666666666667,2.895
"179","24",7,14,"E",1283,14,"14. May",2023,"Y",15:30:00,"CB","MVI_6738",NA,"Y","15:15",6,79.33333333,2,"3.MIX",0.332,1.389,-10.448,1.378,0.212,3.098,-11.56,3.147,0.127,"1Social","1Wild","7 _ 24","3.MIX _ CB",15H 30M 0S,930,1,5,5,0.437877343501748,0.448353776630084,11.56,10.448,930,0.332,0,0,0,0,0,0,0,0,0,0,0,1.046,1.057,0.292136,0.0928299968223705,3,39.666666665,0.0703125000027466,1.40933333333333,1.378
"180","27",7,17,"E",1286,17,"14. May",2023,"Y",15:30:00,"CB","MVI_6741",NA,"Y","15:15",6,79.33333333,2,"3.MIX",0.303,0.731,1.131,0.731,0.159,2.285,2.81,2.287,0.099,"1Social","1Wild","7 _ 27","3.MIX _ CB",15H 30M 0S,930,1,5,5,0.319632706602536,0.319912472647702,2.81,1.131,930,0.303,0,0,0,0,0,0,0,0,0,0,0,0.428,0.428,0.116229,0.0508216003498032,3,39.666666665,0.0703125000027466,1.22666666666667,1.459
"181","29",7,19,"E",1288,19,"14. May",2023,"Y",15:30:00,"CB","MVI_6743",NA,"Y","15:15",6,79.33333333,2,"3.MIX",0.211,0.591,2.328,0.592,0.13,2.439,2.944,2.456,0.126,"1Social","1Wild","7 _ 29","3.MIX _ CB",15H 30M 0S,930,1,4,4,0.241042345276873,0.242312423124231,2.944,2.328,930,0.211,0,0,0,0,0,0,0,0,0,0,0,0.381,0.38,0.07696,0.0313355048859935,3,39.666666665,0.0703125000027466,1.15533333333333,0.925
"182","3",7,35,"E",1304,35,"14. May",2023,"Y",16:20:00,"CB","MVI_6760",NA,"Y","15:15",6,79.33333333,2,"3.MIX",0.308,1.385,-10.67,1.35,0.314,3.602,-5.997,3.622,0.154,"1Social","1Wild","7 _ 3","3.MIX _ CB",16H 20M 0S,980,1,4,4,0.372722252898951,0.384508606329817,5.997,10.67,930,0.308,0,50,0,0,0,0,0,0,0,0,0,1.042,1.077,0.4239,0.117034787410271,3,39.666666665,0.0703125000027466,2.50666666666667,2.67
"183","31",7,20,"E",1289,20,"14. May",2023,"Y",15:30:00,"CB","MVI_6744",NA,"Y","15:15",6,79.33333333,2,"3.MIX",0.37,1.74,0.322,1.711,0.332,3.112,-1.541,3.127,0.154,"1Social","1Wild","7 _ 31","3.MIX _ CB",15H 30M 0S,930,1,5,5,0.547169811320755,0.559125964010283,1.541,0.322,930,0.37,0,0,0,0,0,0,0,0,0,0,0,1.341,1.37,0.568052,0.181660377358491,3,39.666666665,0.0703125000027466,1.92966666666667,1.711
"184","32",7,21,"E",1290,21,"14. May",2023,"Y",15:30:00,"CB","MVI_6745",NA,"Y","15:15",6,79.33333333,2,"3.MIX",0.25,1.322,-5.628,1.323,0.242,3.126,-4.827,3.165,0.154,"1Social","1Wild","7 _ 32","3.MIX _ CB",15H 30M 0S,930,1,5,5,0.418009478672986,0.422904670505438,4.827,5.628,930,0.25,0,0,0,0,0,0,0,0,0,0,0,1.073,1.072,0.320166,0.101158293838863,3,39.666666665,0.0703125000027466,2.25766666666667,2.547
"185","35",7,23,"E",1292,23,"14. May",2023,"Y",15:30:00,"CB","MVI_6747",NA,"Y","15:15",6,79.33333333,2,"3.MIX",0.322,1,-0.559,0.985,0.274,2.523,-4.423,2.545,0.112,"1Social","1Wild","7 _ 35","3.MIX _ CB",15H 30M 0S,930,1,5,5,0.387033398821218,0.396353547364249,4.423,0.559,930,0.322,0,0,0,0,0,0,0,0,0,0,0,0.663,0.678,0.26989,0.106047151277014,3,39.666666665,0.0703125000027466,1.50066666666667,1.75
"186","4",7,36,"E",1305,36,"14. May",2023,"Y",16:20:00,"N2","MVI_6761",NA,"Y","15:15",5.333333333,29,2,"3.MIX",0.404,1.187,-18.435,1.216,0.312,3.967,-21.133,4.238,0.146,"2Non_social","2Lab","7 _ 4","3.MIX _ N2",16H 20M 0S,980,1,4,4,0.28692779613025,0.299218553062768,21.133,18.435,930,0.404,0,50,0,0,0,0,0,0,0,0,0,0.812,0.783,0.379392,0.089521472392638,2.6666666665,14.5,0.155339805817042,2.149,2.45
"187","40",7,28,"E",1297,28,"14. May",2023,"Y",15:30:00,"CB","MVI_6753",NA,"Y","15:15",6,79.33333333,2,"3.MIX",0.264,1.634,2.021,1.635,0.309,4.037,1.193,4.038,0.126,"1Social","1Wild","7 _ 40","3.MIX _ CB",15H 30M 0S,930,1,5,5,0.404903417533432,0.404756006935843,1.193,2.021,930,0.264,0,0,0,0,0,0,0,0,0,0,0,1.371,1.37,0.505215,0.125115156017831,3,39.666666665,0.0703125000027466,2.15433333333333,2.099
"188","41",7,29,"E",1298,29,"14. May",2023,"Y",15:30:00,"N2","MVI_6754",NA,"Y","15:15",5.333333333,29,2,"3.MIX",0.337,0.913,-0.305,0.904,0.303,3.07,-4.419,3.093,0.14,"2Non_social","2Lab","7 _ 41","3.MIX _ N2",15H 30M 0S,930,1,5,5,0.292272874232137,0.297394136807818,4.419,0.305,930,0.337,0,0,0,0,0,0,0,0,0,0,0,0.567,0.576,0.273912,0.0885586808923375,2.6666666665,14.5,0.155339805817042,1.47166666666667,1.192
"189","42",7,30,"E",1299,30,"14. May",2023,"Y",15:30:00,"N2","MVI_6755",NA,"Y","15:15",5.333333333,29,2,"3.MIX",0.255,1.014,-7.93,0.975,0.279,1.963,-7.729,1.98,0.112,"2Non_social","2Lab","7 _ 42","3.MIX _ N2",15H 30M 0S,930,1,5,5,0.492424242424242,0.516556291390728,7.729,7.93,930,0.255,0,0,0,0,0,0,0,0,0,0,0,0.72,0.759,0.272025,0.137386363636364,2.6666666665,14.5,0.155339805817042,1.59166666666667,1.752
"190","43",7,31,"E",1300,31,"14. May",2023,"Y",15:30:00,"CB","MVI_6756",NA,"Y","15:15",6,79.33333333,2,"3.MIX",0.327,1,-0.826,1,0.231,3.21,-1.743,3.225,0.154,"1Social","1Wild","7 _ 43","3.MIX _ CB",15H 30M 0S,930,1,5,5,0.310077519379845,0.311526479750779,1.743,0.826,930,0.327,0,0,0,0,0,0,0,0,0,0,0,0.673,0.673,0.231,0.0716279069767442,3,39.666666665,0.0703125000027466,2.24233333333333,2.105
"191","44",7,32,"E",1301,32,"14. May",2023,"Y",15:30:00,"N2","MVI_6757",NA,"Y","15:15",5.333333333,29,2,"3.MIX",0.303,0.807,1.655,0.832,0.193,3.518,3.18,3.538,0.171,"2Non_social","2Lab","7 _ 44","3.MIX _ N2",15H 30M 0S,930,1,5,5,0.235161107970605,0.229391699829449,3.18,1.655,930,0.303,0,0,0,0,0,0,0,0,0,0,0,0.529,0.504,0.160576,0.0453860938383267,2.6666666665,14.5,0.155339805817042,2.07033333333333,2.48
"192","5",7,37,"E",1306,37,"14. May",2023,"Y",16:20:00,"CB","MVI_6762",NA,"Y","15:15",6,79.33333333,2,"3.MIX",0.365,2.014,-2.318,2.02,0.333,3.308,-2.691,3.283,0.155,"1Social","1Wild","7 _ 5","3.MIX _ CB",16H 20M 0S,980,1,4,4,0.615290892476394,0.608827085852479,2.691,2.318,930,0.365,0,50,0,0,0,0,0,0,0,0,0,1.655,1.649,0.67266,0.204891867194639,3,39.666666665,0.0703125000027466,2.21933333333333,2.02
"193","7",7,39,"E",1308,39,"14. May",2023,"Y",16:20:00,"CB","MVI_6764",NA,"Y","15:15",6,79.33333333,2,"3.MIX",0.361,0.947,-4.044,0.954,0.174,2.986,-5.605,3.014,0.126,"1Social","1Wild","7 _ 7","3.MIX _ CB",16H 20M 0S,980,1,4,4,0.316522893165229,0.317146684527796,5.605,4.044,930,0.361,0,50,0,0,0,0,0,0,0,0,0,0.593,0.586,0.165996,0.0550749834107498,3,39.666666665,0.0703125000027466,1.88666666666667,1.882
"194","8",7,2,"E",1271,2,"14. May",2023,"Y",15:30:00,"N2","MVI_6726",NA,"Y","15:15",5.333333333,29,2,"3.MIX",0.269,1.077,0.512,1.077,0.284,2.817,0.57,2.817,0.155,"2Non_social","2Lab","7 _ 8","3.MIX _ N2",15H 30M 0S,930,1,5,5,0.382321618743344,0.382321618743344,0.57,0.512,930,0.269,0,0,0,0,0,0,0,0,0,0,0,0.808,0.808,0.305868,0.10857933972311,2.6666666665,14.5,0.155339805817042,1.89866666666667,2.134
"195","1",8,1,"E",1500,29,"15. May",2023,"Y",12:45:00,"N2","MVI_6968",NA,"Y","12:30",NA,NA,NA,"1.D1A",0.333,2.019,0,2.019,0.485,4.65,-2.072,4.653,0.153,"2Non_social","2Lab","8 _ 1","1.D1A _ N2",12H 45M 0S,765,1,5,5,0.43391360412637,0.434193548387097,2.072,0,765,0.333,0,0,0,0,0,0,0,0,0,0,0,1.686,1.686,0.979215,0.21044809800129,NA,NA,NA,2.936,3.305
"196","10",8,7,"E",1506,35,"15. May",2023,"Y",12:45:00,"CB","MVI_6974",NA,"Y","12:30",12,115.3333333,5,"3.MIX",0.334,2.085,-7.193,2.096,0.344,3.35,-6.832,3.343,0.138,"1Social","1Wild","8 _ 10","3.MIX _ CB",12H 45M 0S,765,1,5,5,0.626981752916542,0.622388059701492,6.832,7.193,765,0.334,0,0,0,0,0,0,0,0,0,0,0,1.762,1.751,0.721024,0.21568172300329,2.4,23.06666666,0.0942408377210054,2.046,2.096
"197","11",8,8,"E",1507,36,"15. May",2023,"Y",12:45:00,"CB","MVI_6975",NA,"Y","12:30",12,115.3333333,5,"3.MIX",0.333,2.115,-2.448,2.127,0.481,4.665,-0.754,4.65,0.154,"1Social","1Wild","8 _ 11","3.MIX _ CB",12H 45M 0S,765,1,5,5,0.45741935483871,0.453376205787781,0.754,2.448,765,0.333,0,0,0,0,0,0,0,0,0,0,0,1.794,1.782,1.023087,0.220018709677419,2.4,23.06666666,0.0942408377210054,2.562,2.666
"198","12",8,9,"E",1508,37,"15. May",2023,"Y",12:45:00,"N2","MVI_6976",NA,"Y","12:30",18.33333333,93,5,"3.MIX",0.303,1.197,0.984,1.176,0.389,3.763,-0.233,3.763,0.107,"2Non_social","2Lab","8 _ 12","3.MIX _ N2",12H 45M 0S,765,1,5,5,0.312516609088493,0.318097262822216,0.233,0.984,765,0.303,0,0,0,0,0,0,0,0,0,0,0,0.873,0.894,0.457464,0.121568960935424,3.666666666,18.6,0.164670658657625,1.696,1.176
"199","13",8,10,"E",1509,38,"15. May",2023,"Y",12:45:00,"N2","MVI_6977",NA,"Y","12:30",18.33333333,93,5,"3.MIX",0.283,0.899,-6.52,0.889,0.326,3.748,-4.879,3.777,0.107,"2Non_social","2Lab","8 _ 13","3.MIX _ N2",12H 45M 0S,765,1,5,5,0.235371988350543,0.239861259338314,4.879,6.52,765,0.283,0,0,0,0,0,0,0,0,0,0,0,0.606,0.616,0.289814,0.076731268202277,3.666666666,18.6,0.164670658657625,1.77566666666667,2.209
"200","15",8,12,"E",1511,40,"15. May",2023,"Y",12:45:00,"CB","MVI_6979",NA,"Y","12:30",12,115.3333333,5,"3.MIX",0.348,1.858,3.998,1.882,0.283,5.124,3.417,5.133,0.199,"1Social","1Wild","8 _ 15","3.MIX _ CB",12H 45M 0S,765,1,5,5,0.366647184882135,0.362607338017174,3.417,3.998,765,0.348,0,0,0,0,0,0,0,0,0,0,0,1.534,1.51,0.532606,0.103761153321644,2.4,23.06666666,0.0942408377210054,2.84433333333333,2.984
"201","16",8,13,"E",1512,41,"15. May",2023,"Y",12:45:00,"CB","MVI_6980",NA,"Y","12:30",12,115.3333333,5,"3.MIX",0.257,0.984,-1.175,0.984,0.262,5.032,0.873,5.018,0.153,"1Social","1Wild","8 _ 16","3.MIX _ CB",12H 45M 0S,765,1,5,5,0.196094061379035,0.195548489666137,0.873,1.175,765,0.257,0,0,0,0,0,0,0,0,0,0,0,0.727,0.727,0.257808,0.0513766440813073,2.4,23.06666666,0.0942408377210054,1.37666666666667,1.364
"202","17",8,14,"E",1513,42,"15. May",2023,"Y",12:45:00,"N2","MVI_6981",NA,"Y","12:30",18.33333333,93,5,"3.MIX",0.495,1.323,5.389,1.344,0.351,5.553,6.654,5.544,0.186,"2Non_social","2Lab","8 _ 17","3.MIX _ N2",12H 45M 0S,765,1,5,5,0.242424242424242,0.238249594813614,6.654,5.389,765,0.495,0,0,0,0,0,0,0,0,0,0,0,0.849,0.828,0.471744,0.0850909090909091,3.666666666,18.6,0.164670658657625,2.06166666666667,2.261
"203","18",8,15,"E",1514,43,"15. May",2023,"Y",12:45:00,"N2","MVI_6982",NA,"Y","12:30",NA,NA,NA,"1.D1A",0.146,1.297,-5.868,1.284,0.244,4.084,-4.04,4.125,0.138,"2Non_social","2Lab","8 _ 18","1.D1A _ N2",12H 45M 0S,765,1,5,5,0.311272727272727,0.317580803134182,4.04,5.868,765,0.146,0,0,0,0,0,0,0,0,0,0,0,1.138,1.151,0.313296,0.0759505454545455,NA,NA,NA,2.314,2.52
"204","20",8,16,"E",1515,44,"15. May",2023,"Y",12:45:00,"CB","MVI_6983",NA,"Y","12:30",12,115.3333333,5,"3.MIX",0.304,1.994,-6.609,2.017,0.44,4.039,-5.562,4.103,0.154,"1Social","1Wild","8 _ 20","3.MIX _ CB",12H 45M 0S,765,1,4,4,0.49159151840117,0.493686556078237,5.562,6.609,765,0.304,0,0,0,0,0,0,0,0,0,0,0,1.713,1.69,0.88748,0.216300268096515,2.4,23.06666666,0.0942408377210054,1.567,1.487
"205","23",8,19,"E",1518,47,"15. May",2023,"Y",12:45:00,"CB","MVI_6986",NA,"Y","12:30",12,115.3333333,5,"3.MIX",0.238,2.903,1.196,2.903,0.262,4.635,1.517,4.621,0.153,"1Social","1Wild","8 _ 23","3.MIX _ CB",12H 45M 0S,765,1,5,5,0.628219000216403,0.626321467098166,1.517,1.196,765,0.238,0,0,0,0,0,0,0,0,0,0,0,2.665,2.665,0.760586,0.164593378056698,2.4,23.06666666,0.0942408377210054,2.462,2.281
